driver_number,driver_name,lap_number,stint_number,compound,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,lap_duration
18,STR,16,3,SOFT,44.925,62.046,43.57,211.0,187,150.541
77,BOT,7,2,SOFT,35.875554819720385,45.252,29.102,276.0,253,420.285
40,RESERVE,13,5,SOFT,35.875554819720385,57.005,58.014,217.0,222,396.074
10,GAS,11,4,SOFT,27.178,39.074,26.022,307.0,277,92.274
18,STR,5,1,MEDIUM,55.233,59.5,48.108,105.0,248,162.841
44,HAM,2,1,MEDIUM,28.109,40.027,26.626,304.0,273,94.762
14,ALO,20,4,MEDIUM,28.85,41.599,27.666,288.0,256,98.115
4,NOR,7,2,SOFT,35.875554819720385,49.995,45.682,275.0,265,285.237
40,RESERVE,17,6,SOFT,27.376,39.092,26.343,306.0,276,92.811
31,OCO,5,1,MEDIUM,27.823,40.064,26.769,306.0,275,94.656
4,NOR,14,3,SOFT,32.75,47.745,38.088,227.0,181,118.583
11,PER,18,4,MEDIUM,28.954,41.804,27.67,252.29595222295953,256,98.428
23,ALB,6,1,SOFT,37.689,55.94,47.613,267.0,246,141.242
10,GAS,12,2,SOFT,53.383,78.526,58.531,120.0,107,190.44
40,RESERVE,22,3,SOFT,29.327,43.272,28.242,284.0,257,100.841
2,SAR,25,5,MEDIUM,29.149,42.886,28.185,292.0,264,100.22
81,PIA,6,1,MEDIUM,27.735,40.244,26.973,306.0,272,94.952
20,MAG,11,3,SOFT,27.184,38.776,26.21,312.0,279,92.17
24,ZHO,20,5,MEDIUM,29.046,42.208,28.035,282.0,256,99.289
55,SAI,3,1,MEDIUM,57.205,78.211,41.683,120.0,151,177.099
10,GAS,13,2,SOFT,49.449,56.262,31.995,260.0,248,137.706
20,MAG,16,3,HARD,29.023,42.799,28.418,283.0,257,100.24
24,ZHO,21,5,SOFT,64.068,53.718,33.099,255.0,238,150.885
63,RUS,3,1,SOFT,42.522,58.161,84.331,210.0,241,185.014
81,PIA,23,4,MEDIUM,53.338,43.956,36.392,286.0,250,133.686
23,ALB,6,1,MEDIUM,28.034,40.986,27.393,307.0,276,96.413
24,ZHO,18,4,SOFT,35.875554819720385,55.221,31.938,275.0,254,863.749
24,ZHO,7,2,SOFT,35.875554819720385,50.294,44.256,290.0,200,241.302
81,PIA,3,1,SOFT,42.014,63.86,49.027,166.0,165,154.901
44,HAM,15,4,SOFT,33.228,47.084,43.016,253.0,249,123.328
24,ZHO,16,3,SOFT,29.353,42.701,27.994,287.0,258,100.048
4,NOR,16,4,SOFT,35.875554819720385,43.021,27.568,274.0,260,574.053
24,ZHO,19,3,HARD,29.477,42.855,28.378,282.0,257,100.71
16,LEC,13,4,SOFT,69.257,58.964,46.214,127.0,221,174.435
16,LEC,23,4,HARD,28.553,41.417,27.447,286.0,263,97.417
44,HAM,16,5,HARD,35.875554819720385,44.817,29.603,267.0,242,514.116
